Active;Available_for_order;Categories;Color;Delivery_time_of_in_stock_products;Description;Image_URLs;Manufacturer;Name;Product_ID;Quantity;Weight;Wholesale_price
1;1;narzedzia-rowerowe;Color:czarny:0;2;;https://www.centrumrowerowe.pl/photo/product/bike-hand-hollowtech-2-yc-29bb-2-193-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-hollowtech-2-yc-29bb-2-193-f-sk7-w780-h554_2.png;BIKE HAND;Klucz do łożysk suportu BIKE HAND Hollowtech 2 YC-29BB;DD193;8;1.247;49.99
1;1;narzedzia-rowerowe;Color:biały-czarny-niebieski:0;8;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-13-2-4069-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-13-2-4069-f-sk7-w780-h554_2.png;PARK TOOL;Klucz do piast PARK TOOL SCW-13;DD4069;10;1.712;49.99
1;1;narzedzia-rowerowe;Color:czarny:0;8;Klucz do suportu TL-FC32 marki Shimano jest dopasowany do wkładów suportu mechanizmów korbowych Hollowtech II i niektórych korb ISIS.;https://www.centrumrowerowe.pl/photo/product/shimano-tl-fc32-2-6594-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/shimano-tl-fc32-2-6594-f-sk7-w780-h554_2.png;SHIMANO;Klucz do suportu SHIMANO TL-FC32;DD6594;6;1.417;54.99
1;1;narzedzia-rowerowe;Color:srebrny:0;10;Topeak X-Tool+ to prawdziwy niezbędnik dla miłośnika majsterkowania, ale także akcesorium, które chcesz mieć ze sobą w każdej podróży. Multitool zawiera komplet wszystkich najpotrzebniejszych narzędzi do dokonania podstawowych napraw czy regulacji w rowerze. Ze względu na niewielkie rozmiary można go wygodnie przewozić w torbie podsiodłowej, sakwie rowerowej czy nawet kieszeni odzieży.Narzędziownik wyróżnia przede wszystkim wysokiej jakości wykonanie, dzięki któremu nie musisz obawiać się uszkodzenia go przy odłożeniu na ziemię w trakcie napraw. Obudowę zrobiono z polimeru klasy inżynieryjnej, czyli materiału stosowanego powszechnie w dobrej klasy narzędziach. Zawarte klucze wykonano ze stali chromowo-wanadowej, którą cechuje odporność na wyginanie czy uszkodzenia mechaniczne.Pomimo solidnej jakości materiałów multitool Topeak pozostaje lekki i poręczny. Znajdziesz w nim 11 najpotrzebniejszych narzędzi:;https://www.centrumrowerowe.pl/photo/product/topeak-x-tool-2-166786-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-x-tool-2-166786-f-sk7-w780-h554_2.png;TOPEAK;Multitool TOPEAK X-Tool+;DD166786;1;2.475;54.99
1;1;narzedzia-rowerowe;Color:czarny-czerwony:0;5;Wykonany przez Unior trójstronny klucz imbusowy 1781/2HXS przyda się do serwisowania rowerów w warsztacie. Trzy stalowe końcówki w różnych rozmiarach – 4, 5 i 6 mm – pozwalają szybko przykręcać śruby bez konieczności zmiany narzędzia. Trójkątna rączka z wytrzymałego tworzywa pomaga w prawidłowym wprowadzaniu klucza w gniazdo.;https://www.centrumrowerowe.pl/photo/product/unior-1781-2hxs-2-196742-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/unior-1781-2hxs-2-196742-f-sk7-w780-h554_2.png;UNIOR;Trójstronny klucz imbusowy UNIOR 1781/2HXS;DD196742;3;0.191;47.99
1;1;narzedzia-rowerowe;Color:czarny:0;2;Narzędziownik Hexy A16 to przydatny produkt pochodzący z kolekcji polskiej marki Eyen. Wyróżnia go kompaktowy rozmiar i różnorodność końcówek. Akcesorium jest niezastąpione podczas bikepackingowych wypraw, ale też na codzienne dojazdy. Z jego pomocą jesteśmy w stanie wyeliminować wiele usterek, które mogą nam się przydarzyć podczas jazdy i uniemożliwiać jej kontynuację. Narzędziownik Hexy A16 został wyposażony w 16 funkcjonalnych końcówek, więc zastępują wiele narzędzi. Nie musimy więc zabierać ze sobą różnego typu i rozmiaru kluczy, które są ciężkie i nieporęczne w terenie. Wystarczy spakować wygodne akcesorium Eyen do torby, sakwy czy plecaka, aby być przygotowanym na każdą ewentualność.  Jakie końcówki znajdziemy w narzędziowniku Hexy A16?Do wykonania korpusu akcesorium polski producent wykorzystał aluminium - tworzywo o najlepszym stosunku masy do wytrzymałości. ;https://www.centrumrowerowe.pl/photo/product/eyen-hexy-a16-2-161980-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/eyen-hexy-a16-2-161980-f-sk7-w780-h554_2.png;EYEN;Multitool EYEN Hexy A16;DD161980;8;2.691;49.99
1;1;narzedzia-rowerowe;Color:czarny:0;5;Lezyne Rap II 8 to kompaktowy multitool, w którym amerykański producent zastosował kilka innowacyjnych rozwiązań. W efekcie powstało niezwykle przydatne i wytrzymałe narzędzie rowerowe. Dzięki niskiej masie i niewielkim rozmiarom można je łatwo zmieścić w kieszeni, plecaku lub torbie w taki sposób, aby nie przeszkadzało ono podczas jazdy. Natomiast w razie potrzeby 8 funkcjonalnych końcówek pozwala na szybką naprawę lub regulację większości podstawowych elementów wyposażenia nowoczesnego roweru.Obudowę narzędziownika wykonano z anodowanego na czarno aluminium, dzięki czemu nie tylko wygląda ona bardzo efektownie, ale także jest lekka, wytrzymała i zabezpieczona przed korodowaniem. Można dzięki temu bezpiecznie przechowywać produkt np. w nieosłoniętej przed deszczem torbie podsiodłowej. Ergonomiczny kształt płyt bocznych zapewnia mocny chwyt oraz ułatwia luzowanie nawet mocno dokręconych śrub.Wszystkie elementy wchodzące w skład narzędziownika wyprodukowano ze sztywnej, mocnej i odpornej na warunki zewnętrzne stali CrV. W porównaniu do innych produktów końcówki zostały wyraźnie wydłużone, co zdecydowanie ułatwia pracę. Zastosowano do nich technologię Black Anti-Corrosion, która gwarantuje skuteczną ochronę przed rdzewieniem.Narzędzia dostępne w zestawie:Możliwości narzędziownika przedstawione są na poniższym materiale wideo.;https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-8-2-164385-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-8-2-164385-f-sk7-w780-h554_2.png;LEZYNE;Multitool LEZYNE Rap II 8;DD164385;7;1.929;54.99
1;1;stojaki-serwisowe-na-rower;Color:czarny-grafitowy:0;4;"Podstawka na narzędzia Park Tool 104 jest bardzo praktyczna i przydatna podczas serwisowania rowerów. Możesz na niej umieścić narzędzia, powiesić klucz czy też ułożyć śrubki korzystając z wielu przegródek jednocześnie. Wszystkie niezbędne przyrządy i drobiazgi będziesz mieć na wyciągnięcie ręki. To wpłynie na wygodne prace serwisowe.Produkt jest kompatybilny z rurami pionowymi 1 i 1/2"" oraz 1 i 5/8"" (38 i 41 mm). Mocuje się go za pomocą dwóch śrub zaciskowych, które znajdują się w tylnej części tacy. Przyda się do stojaków Park Tool:";https://www.centrumrowerowe.pl/photo/product/park-tool-104-2-194362-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-104-2-194362-f-sk7-w780-h554_2.png;PARK TOOL;Podstawka na narzędzia PARK TOOL 104;DD194362;7;2.731; 109.99
1;1;narzedzia-rowerowe;Color:czerwony-niebieski-srebrny:0;2;\r\nObcinaczki linek i pancerzy YC-767 to produkt marki Bike Hand. Stanowią one jedno z najbardziej potrzebnych narzędzi do samodzielnego serwisowania roweru. Obcinaczki wykonane są z wysokiej jakości utwardzonej stali, dzięki czemu cechują się dużą wytrzymałością.  ;https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-767-2-199-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/bike-hand-yc-767-2-199-f-sk7-w780-h554_2.png;BIKE HAND;Obcinaczki do linek i pancerzy BIKE HAND YC-767;DD199;3;0.217;56.99
1;1;narzedzia-rowerowe;Color:niebieski:0;6;;https://www.centrumrowerowe.pl/photo/product/park-tool-aws-9-2-2-193941-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-aws-9-2-2-193941-f-sk7-w780-h554_2.png;PARK TOOL;Multitool PARK TOOL AWS-9.2;DD193941;2;0.41;59.99
1;1;narzedzia-rowerowe;Color:czarny:0;10;Szczypce KMC do montażu spinki umożliwiają szybkie i proste spięcie łańcucha, które możesz bez problemu wykonać w warunkach domowych. Ergonomiczna rączka dobrze leży w dłoniach, a wykonane z metalu szczypce są bardzo trwałe i posłużą przez wiele sezonów. Narzędzie można wykorzystywać do każdego rodzaju spinek, stosowanych przez chociażby marki Shimano, SREAM czy KMC. Zaufaj jakości oferowanej przez lidera branży i rozbuduj swój domowy o ten praktyczny przyrząd. ;https://www.centrumrowerowe.pl/photo/product/kmc-2-186467-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/kmc-2-186467-f-sk7-w780-h554_2.png;KMC;Szczypce do skuwania spinek łańcucha KMC ;DD186467;7;2.781;58.99
1;1;narzedzia-rowerowe;Color:srebrny:0;5;Pochodzący od marki TOKEN klucz do montażu suportów Ninja serii TF37 oraz systemów BSA to solidne narzędzie, które niewątpliwie sprosta Twoim oczekiwaniom. Model wykonany został z wytrzymałego stopu aluminium, zapewniając rowerzyście wytrzymałość i niezawodność. Klucz do suportu TOKEN TF37 pasuje do modeli: ;https://www.centrumrowerowe.pl/photo/product/token-tf37-do-suportow-ninja-serii-tf37-oraz-bsa-2-143779-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/token-tf37-do-suportow-ninja-serii-tf37-oraz-bsa-2-143779-f-sk7-w780-h554_2.png;TOKEN;Klucz do suportu TOKEN TF37 do suportów ninja serii TF37 oraz BSA;DD143779;5;2.885;58.99
1;1;narzedzia-rowerowe;Color:czarny:0;5;Eyen Solid K to prawdziwy niezbędnik w każdym domowym warsztacie. Dzięki niemu w prosty i wygodny sposób zdemontujesz łożyska suportu Shimano. To jedne z najczęściej spotykanych w rowerach komponentów, dlatego warto mieć ten produkt, aby być w stanie w dowolnej chwili naprawić swój rower.Produkt jest kompatybilny z większością kompaktowych suportów różnych rodzajów, jak np.: na kwadrat, octalink czy ISIS. Dzięki temu pozwoli Ci działać na różnych sprzętach. Naprawisz więc nie tylko rower własny, ale także członków rodziny.Model powstał z solidnych materiałów, a polski producent zadbał także o komfort użytkowania. Rączka wykonana została z wygodnego materiału o właściwościach antypoślizgowych, co ułatwia operowanie kluczem.Najważniejsze cechy:Marka+EYENPolska marka specjalizująca się w produkcji odzieży, akcesoriów oraz części rowerowych, przeznaczonych zarówno dla osób jeżdżących rekreacyjnie, jak i entuzjastów kolarstwa.;https://www.centrumrowerowe.pl/photo/product/eyen-solid-k-2-197766-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/eyen-solid-k-2-197766-f-sk7-w780-h554_2.png;EYEN;Klucz do suportu EYEN Solid K;DD197766;4;2.255;59.99
1;0;narzedzia-rowerowe;Color:czarny-niebieski-srebrny:0;8;;https://www.centrumrowerowe.pl/photo/product/park-tool-ht-8-2-14985-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-ht-8-2-14985-f-sk7-w780-h554_2.png;PARK TOOL;Klucz PARK TOOL HT-8;DD14985;0;1.936;56.99
1;1;narzedzia-rowerowe;Color:biały-czarny-niebieski:0;7;Firma Park Tool powstała w roku 1963 w ST. Paul w Stanach Zjednoczonych po tym jak dwoje zdolnych mechaników rowerowych skonstruowało pierwszy profesjonalny stojak rowerowy PRS-1. Obecnie Park Tool jest największym na świecie producentów narzędzi i przyrządów służących do serwisowania rowerów. W ofercie znajduje się ponad 300 produktów, które są dostępne w ponad 60 krajach. Park Tool podąża za zmianami dokonującymi się w konstrukcjach rowerów modernizując i projektując nowe opatentowane narzędzie wysoko oceniane prze profesjonalnych mechaników jak i hobbystów.Solidny klucz do kasowania luzów oraz serwisowania piast.;https://www.centrumrowerowe.pl/photo/product/park-tool-scw-22-2-5087-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-scw-22-2-5087-f-sk7-w780-h554_2.png;PARK TOOL;Klucz do piast PARK TOOL SCW-22;DD5087;8;1.621;49.99
1;1;narzedzia-rowerowe;Color:czarny:0;6;Mały podręczny, extremalnie wytrzymały narzędziownik. Dożywotnia gwarancja.  Multi 5 waży zaledwie 85 g i zawiera 5 kluczy. Korpus wykonano z wytrzymałego aluminium 6061-t6, a narzędzia z bardzo wytrzymałej stali 6050.\r\n;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-178264-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-178264-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 5;DD178264;5;2.485;59.99
1;1;narzedzia-rowerowe;Color:czarny-czerwony:0;3;Renomowany producent zaprojektował i wykonał narzędziownik Multi 20 ze stali. Materiał ten wyróżnia przede wszystkim niezwykła wytrzymałość na wszelkiego rodzaju uszkodzenia czy korozję. Aż 20 wielofunkcyjnych narzędzi pozwoli Ci na szybką i sprawną naprawę powstałej usterki. W zestawie znajduje się skuwacz do łańcucha, który jest kompatybilny z kasetami 8/9/10/11/12 rzędowymi. Narzędziownik wyposażony został także w klucze imbusowe nr 2, 2,5, 3, 4, 5, 6, 8 oraz klucz otwarty 8 mm.Marka CRANK BROTHERS zadbała o to, aby ich produkt posiadał również narzędzia specjalistyczne, takie jak narzędzie do naprawy opon bezdętkowych, sznurki do naprawy opon i klucz do wykręcania rdzeni wentyli. Multi 20 wyposażony został także w przystawkę do prostowania tarcz oraz klucz do szprych 0, 1, 2.Narzędzia zostały zaprojektowane w taki sposób, aby były przede wszystkim kompaktowe i poręczne. Komplet waży zaledwie 230 gramów, dzięki czemu rowerzysta zabierze go ze sobą w każdą trasę.;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-20-2-143821-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-20-2-143821-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 20;DD143821;1;1.831; 134.99
1;1;narzedzia-rowerowe;Color:czarny-czerwony:0;9;Mały podręczny, extremalnie wytrzymały narzędziownik. Dożywotnia gwarancja.  Multi 5 waży zaledwie 85 g i zawiera 5 kluczy. Korpus wykonano z wytrzymałego aluminium 6061-t6, a narzędzia z bardzo wytrzymałej stali 6050.\r\n;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-126125-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-5-2-126125-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 5;DD126125;5;2.856;59.99
1;1;narzedzia-rowerowe;Color:czarny:0;9;Kompaktowy i wszechstronny narzędziownik Rap II 24 marki Lezyne umożliwi szybkie naprawienie usterki i powrót na trasę. Jego niewielkie rozmiary i masa wynosząca zaledwie 171 gramów sprawiają, że bez problemu zmieścisz go w plecaku lub sakwie rowerowej.Narzędziownik Rap II 24 oferuje użytkownikom szeroki zakres zastosowania, dzięki czemu naprawisz nim większość drobnych usterek. Płytki boczne wykonane zostały z anodyzowanego na czarno, lekkiego stopu aluminium. Ponadto stalowe końcówki narzędzi wydłużono dla jeszcze większej funkcjonalności. Do ich wytworzenia wykorzystano specjalną technologię Black Anti-Corrosion, dzięki której narzędzia są jeszcze bardziej odporne na korozję.W skład zestawu wchodzi: ;https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-24-2-148658-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/lezyne-rap-ii-24-2-148658-f-sk7-w780-h554_2.png;LEZYNE;Multitool LEZYNE Rap II 24;DD148658;1;1.753; 139.99
1;1;narzedzia-rowerowe;Color:srebrny-złoty:0;2;Topeak Tubi 11 to terenowy zestaw narzędzi służący do naprawy ogumienia bezdętkowego. Jest lekki, kompaktowy i prosty w obsłudze. Ma wszystko, czego potrzeba do szybkiego uszczelnienia przebitej opony na trasie. Warto zabierać go ze sobą nawet na krótkie wyprawy - nigdy nie wiadomo, kiedy okaże się potrzebny.Ten rozkładany niezbędnik wyposażono w lekką obudowę z aluminium. Zintegrowane z nią narzędzia wykonane są z nierdzewnej stali. W zestawie znajdują się wszystkie najpotrzebniejsze przyrządy do naprawy przebitych opon, a także praktyczne klucze imbusowe. W osobnym pojemniku z tworzywa sztucznego znajduje się masa uszczelniająca (5 sztuk o wymiarach 3,5 x 50 mm). Do kompletu załączona jest praktyczna torba neopreonowa.;https://www.centrumrowerowe.pl/photo/product/topeak-tubi-11-combo-2-152605-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-tubi-11-combo-2-152605-f-sk7-w780-h554_2.png;TOPEAK;Multitool TOPEAK Tubi 11 COMBO;DD152605;10;1.831; 134.99
1;0;narzedzia-rowerowe;Color:srebrny:0;7;Klucz Park Tool HCW-16.3 to praktyczne narzędzie, którym szybko odkręcisz pedały. Ponadto konstrukcja obejmuje bacik, usprawniający demontaż kaset. To doskonała wiadomość dla miłośników funkcjonalnych rozwiązań, którzy lubią mieć najważniejsze przedmioty zawsze pod ręką.Produkt jest wykonany z solidnej stali, więc posłuży Ci przez wiele lat. To świetna propozycja zarówno dla profesjonalnych serwisantów, jak i majsterkowiczów, którzy samodzielnie naprawiają rowery. Wybierz klucz cenionego producenta, a bieżąca konserwacja jednośladu stanie się dużo łatwiejsza.;https://www.centrumrowerowe.pl/photo/product/park-tool-hcw-16-3-2-194041-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-hcw-16-3-2-194041-f-sk7-w780-h554_2.png;PARK TOOL;Klucz do pedałów PARK TOOL HCW-16.3;DD194041;0;0.067; 142.99
1;1;narzedzia-rowerowe;Color:niebieski-srebrny:0;7;Jeśli szukasz wielofunkcyjnego narzędziownika rowerowego, koniecznie wybierz model Euro 13 marki UNIOR, wykonany z wysokiej jakości stali narzędziowej. Ten niezwykle kompaktowy zestaw zawiera klucze imbusowe 2, 2.5, 3, 4, 5, 6, 8 oraz klucze torx T10 i T25, a także wkrętak PH1 i specjalne narzędzie do łańcucha. Już nie musisz martwić się o awarię na trasie. Z Euro 13 szybko uporasz się z usterką, by dalej móc cieszyć się jazdą. Niewielkich rozmiarów narzedziownik waży zaledwie 160 gramów, dzięki czemu zmieścisz go w plecaku lub sakwie.Narzędzia są chromowane. Ponadto producent zadbał o to, aby posiadały ergonomiczny kształt, który sprawia, że użytkowanie będzie przede wszystkim bezpieczne. Dodatkowo końcówki narzędzi zostały poddane procesowi oksydowania, więc wyróżnia je trwałość. Euro 13 posiada certyfikat ISO9001, który potwierdza wysoką jakość produktu.Zalety narzędziownika przedstawia poniższy film:Marka UNIOR pochodzi ze Słowenii. Producent znany jest z najwyższej jakości wielofunkcyjnych narzędzi, które idealnie sprawdzają się podczas naprawy oraz serwisowania roweru.;https://www.centrumrowerowe.pl/photo/product/unior-euro-13-2-149090-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/unior-euro-13-2-149090-f-sk7-w780-h554_2.png;UNIOR;Multitool UNIOR Euro 13;DD149090;5;2.124; 143.99
1;1;narzedzia-rowerowe;Color:złoty:0;8;Renomowany producent zaprojektował i wykonał narzędziownik Multi 20 ze stali. Materiał ten wyróżnia przede wszystkim niezwykła wytrzymałość na wszelkiego rodzaju uszkodzenia czy korozję. Aż 20 wielofunkcyjnych narzędzi pozwoli Ci na szybką i sprawną naprawę powstałej usterki. W zestawie znajduje się skuwacz do łańcucha, który jest kompatybilny z kasetami 8/9/10/11/12 rzędowymi. Narzędziownik wyposażony został także w klucze imbusowe nr 2, 2,5, 3, 4, 5, 6, 8 oraz klucz otwarty 8 mm.Marka CRANK BROTHERS zadbała o to, aby ich produkt posiadał również narzędzia specjalistyczne, takie jak narzędzie do naprawy opon bezdętkowych, sznurki do naprawy opon i klucz do wykręcania rdzeni wentyli. Multi 20 wyposażony został także w przystawkę do prostowania tarcz oraz klucz do szprych 0, 1, 2.Narzędzia zostały zaprojektowane w taki sposób, aby były przede wszystkim kompaktowe i poręczne. Komplet waży zaledwie 230 gramów, dzięki czemu rowerzysta zabierze go ze sobą w każdą trasę.;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-20-2-143822-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-20-2-143822-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 20;DD143822;9;0.773; 144.99
1;1;narzedzia-rowerowe;Color:czarny:0;6;Lezyne V Pro 17 to świetny wybór dla osób, które poszukują wygodnego, trwałego i prostego w użyciu narzędziownika. Niewielkie rozmiary i niska masa sprawiają, że model może być wożony na każdą przejażdżkę, dlatego jest odpowiedni zarówno do codziennych dojazdów do pracy czy na zakupy, jak i na dalsze wycieczki.Produkt wykonano z połączenia stali i aluminium. Dzięki temu nie jest podatny na uszkodzenia, a zastosowanie technologii Black Anti-Corrosion sprawia, że cechuje się także wysoką odpornością na korozję. Anodowane na czarno płytki boczne poddano obróbce maszynowej, co pozwoliło nadać im wygodny, ergonomiczny kształt. Znacznie zwiększa to wygodę użytkowania i przyspiesza naprawę usterek w jednośladzie.Produkt zawiera:;https://www.centrumrowerowe.pl/photo/product/lezyne-v-pro-17-2-155544-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/lezyne-v-pro-17-2-155544-f-sk7-w780-h554_2.png;LEZYNE;Multitool LEZYNE V PRO 17;DD155544;1;0.79; 144.99
1;1;narzedzia-rowerowe;Color:niebieski:0;7;;https://www.centrumrowerowe.pl/photo/product/park-tool-mtb-5-2-194129-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-mtb-5-2-194129-f-sk7-w780-h554_2.png;PARK TOOL;Multitool PARK TOOL MTB-5;DD194129;8;1.512; 149.99
1;1;stojaki-serwisowe-na-rower;Color:niebieski:0;5;Stojak serwisowy Park Tool PCS-10.3 to świetny wybór dla wszystkich złotych rączek, które wolą samodzielnie reperować i konserwować swoje rowery, niż oddawać je w ręce innych osób. Dzięki solidnej konstrukcji zapewnia odpowiednią stabilność i znacznie ułatwia czyszczenie, regulację oraz wymianę poszczególnych podzespołów. Dzięki niemu zyskasz możliwość przywrócenia swojemu rowerowi sprawności i przygotowania go na nowy sezon.Do produkcji tego modelu zastosowano stalowe rurki, które ukształtowano w taki sposób, aby wyróżniały się wysoką wytrzymałością. Nośność tego akcesorium wynosi aż 36 kg, co w zupełności wystarczy, żeby umożliwić serwisowanie nawet ciężkich fatbikeów czy rowerów elektrycznych. Stojak ma regulowaną wysokość (od 990 mm do 1450 mm), dzięki czemu dostosujesz położenie roweru do swoich preferencji.Znaczne ułatwienie stanowi też zintegrowana tacka. Można na niej umieścić śrubokręty, śrubki, uszczelki lub inne części, dzięki czemu zyskasz do nich łatwy i bezproblemowy dostęp. Pozwoli Ci to uniknąć gubienia drobnych elementów i znacznie usprawni proces konserwacji lub naprawy roweru.;https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-10-3-2-181679-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/park-tool-pcs-10-3-2-181679-f-sk7-w780-h554_2.png;PARK TOOL;Stojak serwisowy PARK TOOL PCS-10.3;DD181679;6;0.762;1 429.99
1;1;narzedzia-rowerowe;Color:czarny-srebrny:0;2;Poręczny zestaw narzedzi Crankbrothers Multi 19 jest lekki i posiada dożywotnią gwarancję. Korpus wykonany został z aluminium, a narzędzia są stalowe. Po złożeniu narzędziownik zajmuje niewiele miejsca, więc można go zawsze zabrać ze sobą w trasę. Multi 19 to doskonałe rozwiązanie na każdym szlaku, które zapobiega nieprzyjemnym awariom. W zestawie z opakowaniem wykonanym ze stali nierdzewnej i polimerów. ;https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-19-2-129822-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/crankbrothers-multi-19-2-129822-f-sk7-w780-h554_2.png;CRANKBROTHERS;Multitool CRANKBROTHERS Multi 19;DD129822;10;2.44; 139.99
1;1;narzedzia-rowerowe;Color:czarny-srebrny:0;8;Wkrętaki, klucze imbusowe, skuwacz do łańcucha i praktyczny nożyk. Topeak Mini P20 to praktyczny i kompaktowy zestaw narzędzi rowerowych zamkniętych w jednym poręcznym korpusie. Ten multitool zawsze warto mieć przy sobie podczas terenowych wypraw. Sprawdzi się w czasie szybkich napraw jednośladu na trasie, zda też egzamin w trakcie serwisowania dwóch kółek w przydomowym warsztacie.To 20-funkcyjne narzędzie wyposażone jest w zestaw wkrętaków i kluczy Torx w różnych rozmiarach, a także specjalistycznych kluczy do serwisowania podzespołów Shimano i Mavic. Ma też urządzenie do rozpinania łańcucha, a także niewielkie ostrze z blokadą. Wszystkie elementy umieszczone są na stałe w kompaktowej obudowie z lekkiego i wytrzymałego aluminium. W zestawie znajduje się praktyczny neoprenowy pokrowiec. Narządzie bez problemu zmieści się w torebce mocowanej pod ramą lub siodłem rowerowym.;https://www.centrumrowerowe.pl/photo/product/topeak-mini-p20-2-152618-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-mini-p20-2-152618-f-sk7-w780-h554_2.png;TOPEAK;Multitool TOPEAK Mini P20;DD152618;4;1.609; 149.99
1;1;narzedzia-rowerowe;Color:grafitowy:0;10;;https://www.centrumrowerowe.pl/photo/product/topeak-mini-18-2-75255-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/topeak-mini-18-2-75255-f-sk7-w780-h554_2.png;TOPEAK;Multitool TOPEAK Mini 18+;DD75255;1;2.313; 134.99
1;1;narzedzia-rowerowe;Color:biały-czarny-pomarańczowy:0;8;;https://www.centrumrowerowe.pl/photo/product/jagwire-pro-hydraulic-hose-cutter-2-66994-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/jagwire-pro-hydraulic-hose-cutter-2-66994-f-sk7-w780-h554_2.png;JAGWIRE;Obcinaczki do przewodów hamulców hydraulicznych JAGWIRE Pro Hydraulic Hose Cutter;DD66994;2;0.332; 149.99
1;1;narzedzia-rowerowe;Color:czarny-niebieski-srebrny:0;5;Trójstronny klucz imbusowy UNIOR 1781/2HX zapewnia pewny chwyt oraz nie uszkadza śrub. Materiały użyte w produkcji narzędzia gwarantują trwałość i wydajność pracy. Narzędzie przyda się zarówno w profesjonalnym warsztacie rowerowym, jak i u pasjonata samemu zajmującego się swoimi jednośladami. Budowa klucza zapewnia komfortowe trzymanie w dłoniach. Zastosowane w nim końcówki to warianty najpopularniejsze przy regulacji lub naprawie rowerów.Możliwe końcówki klucza:;https://www.centrumrowerowe.pl/photo/product/unior-1781-2hx-2-102595-f-sk7-w780-h554_1.png,https://www.centrumrowerowe.pl/photo/product/unior-1781-2hx-2-102595-f-sk7-w780-h554_2.png;UNIOR;Klucz UNIOR 1781/2HX;DD102595;4;0.154;39.99
