brand,category,color,description,image_path_1,image_path_2,name,price,product_code,sub_category
SKS,akcesoria,czarny,"Zestaw błotników S-BOARD (przód) i S-BLADE (tył) do rowerów z 28-calowymi kołami niemieckiej marki SKS sprawdzi się w rowerach wyścigowych - szosowych, gravelowych i cyclocross. Konstrukcja z tworzywa sztucznego sprawia, że są lekkie i bardzo wytrzymałe. Zapewniają skuteczną ochronę przed błotem i wodą podczas jazdy po mokrej nawierzchni oraz są łatwe w montażu i demontażu.Przedni błotnik to model SKS S-Board, który może być mocowany do opon o maksymalnej szerokości 38 mm. Ma długość 39 cm, wyposażony jest w gumowe pasy montażowe z systemem Clip-on i można go do pasować do widelców typu Aero. Pozwala na zmianę odległości między błotnikiem a kołem (z użyciem klucza imbusowego). Tylny błotnik SKS S-Blade to konstrukcja o długości 39 cm, która mocowana jest do sztycy podsiodłowej za pomocą zacisku taśmowego. Wyposażoną ją przegub umożliwiający wygodną zmianę kąta nachylenia.",/photo/product/sks-s-board-s-blade-2-145649-f-sk7-w780-h554_1.png,,Komplet błotników rowerowych SKS S-Board + S-Blade,99.99,DD145649,blotniki-rowerowe
SKS,akcesoria,czarny,"Tylny błotnik SKS Infinity Universal stanowi świetną propozycję dla rowerzystów, którzy korzystają z bagażnika z serii Infinity Universal. Produkt ten można w kilka chwil zamontować na akcesorium, dzięki czemu całość prezentuje się niezwykle atrakcyjnie. Zapewnia doskonałą ochronę przed zabrudzeniami, a jednocześnie cechuje się pożądanym poziomem sztywności.Model został wykonany z wytrzymałego aluminium i solidnego tworzywa w klasycznej kolorystyce. Matowe wykończenie zwraca na siebie uwagę, podkreślając stylowy wygląd roweru. Jednocześnie cechuje się dużą wytrzymałością, dzięki czemu dobrze sprawdzi się na każdej trasie. Wykorzystane materiały są odporne na korozję. SKS Infinity Universal jest kompatybilny z kołami w rozmiarze od 27,5"" do 29"".",/photo/product/sks-infinity-universal-2-200571-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sks-infinity-universal-2-200571-f-sk7-w780-h554_2.png,Błotnik pod bagażnik SKS Infinity Universal,94.99,DD200571,blotniki-rowerowe
SKS,akcesoria,czarny-szary,"Shockblade II to najnowsze wcielenie najwyższego modelu sportowych błotników SKS. Posiada więcej miękkiego tworzywa i jest szerszy, wychodząc naprzeciw potrzebom rowerzystów jeżdżących w trudnym, górskim terenie. Oczywiście lepsza ochrona sprawdzi się również na łatwiejszych szlakach.Połączenie sztywnego kompozytu w przedniej i środkowej części oraz miękkiej gumy na bokach sprawia, że produkt jest jednocześnie lekki i odporny na pęknięcia nawet w trakcie upadku.",/photo/product/sks-shockblade-ii-2-53215-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sks-shockblade-ii-2-53215-f-sk7-w780-h554_2.png,Błotnik MTB SKS Shockblade II,89.99,DD53215,blotniki-rowerowe
SKS,akcesoria,czarny-szary,"Shockblade II to najnowsze wcielenie najwyższego modelu sportowych błotników SKS. Posiada więcej miękkiego tworzywa i jest szerszy, wychodząc naprzeciw potrzebom rowerzystów jeżdżących w trudnym, górskim terenie. Oczywiście lepsza ochrona sprawdzi się również na łatwiejszych szlakach.Połączenie sztywnego kompozytu w przedniej i środkowej części oraz miękkiej gumy na bokach sprawia, że produkt jest jednocześnie lekki i odporny na pęknięcia nawet w trakcie upadku.",/photo/product/sks-shockblade-ii-2-53645-f-sk7-w780-h554_1.png,,Błotnik MTB SKS Shockblade II,89.99,DD53645,blotniki-rowerowe
EYEN,akcesoria,szary-żółty,"Błotniki EYEN Razor Clamp to udoskonalona wersja flagowego modelu Razor Strap. Jest to idealna propozycja dla wszystkich tych, którym zależy na pełnej ochronie ubioru przed wodą i błotem podczas jazdy w niesprzyjających warunkach atmosferycznych oraz łatwym sposobie montażu. Swoją lekkość oraz odporność na uszkodzenia zapewniają odpowiednio dobranemu, wytrzymałemu tworzywu. Duża kompatybilność kół od 24” do 29” sprawia, że produkty mogą stać się ulubieńcem niejednego, ambitnego rowerzysty.Błotnik przedni to sprawdzona konstrukcja, zaprojektowana z myślą o widelcach amortyzowanych. Jego szeroka płetwa skutecznie zatrzyma każdy brud, a montaż poprzez adapter wkręcany w koronę widelca przychodzi z łatwością i nie zajmuje dużo czasu.Wersja na tył to pewny kompan do jazdy nawet po najbardziej ekstremalnych bezdrożach. Skuteczna ochrona to zasługa widełkowej budowy oraz podwójnego przegubu, dzięki czemu błotnik można idealnie dopasować do ergonomii ramy i koła. Montaż na sztycy podsiodłowej lub poniżej na ramie jest możliwy przy pomocy szybkiego zapięcia.Najważniejsze informacje:",/photo/product/eyen-razor-clamp-2-151173-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-razor-clamp-2-151173-f-sk7-w780-h554_2.png,Komplet błotników MTB EYEN Razor Clamp,99.99,DD151173,blotniki-rowerowe
ASS SAVERS,akcesoria,czarny-niebieski,"Lubisz szybką jazdę na swoim rowerze, ale często wybierasz teren przełajowy? Zapewnij sobie pełną ochronę na trasie i zamontuj błotnik gravelowy ASS SAVERS Win Wing Gravel. Osłoni Twoje plecy, a także zabezpieczy odzież sportową przed błotem czy wodą. Minimalistyczny designBłotnik Win Wing ma minimalistyczną konstrukcję i jest niesamowicie lekki, bo waży zaledwie 72 gramy. Nie obciążysz zatem swojego jednośladu dodatkowym wyposażeniem. W łatwy sposób możesz go zamontować, a kiedy zakończysz swoją podróż w trudniejszym terenie – zdjąć w kilka sekund. Zastosowano tu specjalny system mocowania Wishbone, który nie wymaga od Ciebie specjalistycznych narzędzi oraz wiedzy technicznej. Świetne dopasowanie nawet do szerokich oponTen model jest zaprojektowany z myślą o rowerach gravelowych, dlatego pasuje do szerokiego ogumienia. Nadaje się do opon o szerokości do 60 mm. Kiedy wybierzesz się w błotnisty i mokry teren, produkt będzie chronić Cię przed wychłodzeniem i pobrudzeniem od kolana w górę. ",/photo/product/ass-savers-win-wing-gravel-2-189412-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-gravel-2-189412-f-sk7-w780-h554_2.png,Błotnik gravelowy ASS SAVERS Win Wing Gravel, 109.99,DD189412,blotniki-rowerowe
ASS SAVERS,akcesoria,antracytowy,"Błotnik szosowy ASS SAVERS Win Wing Road ma minimalistyczną konstrukcję, która świetnie sprawdza się w jednośladach nastawionych na dużą prędkość i muszą spełniać wymagania co do aeordynamiczności. Ochrona rowerzysty podczas szybkiej jazdyBłotnik szosowy ASS SAVERS Win Wing Road zamocujesz w tylnym kole i tym samym zapewnisz sobie ochronę od kolan w górę. Na mokrej nawierzchni, błotnistym terenie czy nierównościach podczas deszczu jest to duże udogodnienie dla kolarza szosowego. Poprawisz komfort każdego treningu. W tym modelu zastosowano system Wishbone, który odpowiada za błyskawiczny montaż bez użycia narzędzi. Zrobisz to zaledwie w kilka sekund, niezależnie od tego, jakiej marki jednoślad posiadasz. Lekki i kompaktowy Błotnik szosowy ASS SAVERS Win Wing Road świetnie wpisuje się w konstrukcję aerodynamicznego jednośladu. Właśnie dlatego jest ultralekki, bo waży zaledwie 64 gramy. Wykonany jest z tworzywa sztucznego wzmocnionego włóknem szklanym. To przekłada się nie tylko na niską wagę, ale także niesamowitą trwałość. Ponadto błotnik ma minimalistyczny design, który podkreśli sportowy charakter Twojego roweru szosowego. ",/photo/product/ass-savers-win-wing-road-2-189440-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-road-2-189440-f-sk7-w780-h554_2.png,Błotnik szosowy ASS SAVERS Win Wing Road, 114.99,DD189440,blotniki-rowerowe
ASS SAVERS,akcesoria,czarny-żółty,"Błotnik szosowy ASS SAVERS Win Wing Road ma minimalistyczną konstrukcję, która świetnie sprawdza się w jednośladach nastawionych na dużą prędkość i muszą spełniać wymagania co do aeordynamiczności. Ochrona rowerzysty podczas szybkiej jazdyBłotnik szosowy ASS SAVERS Win Wing Road zamocujesz w tylnym kole i tym samym zapewnisz sobie ochronę od kolan w górę. Na mokrej nawierzchni, błotnistym terenie czy nierównościach podczas deszczu jest to duże udogodnienie dla kolarza szosowego. Poprawisz komfort każdego treningu. W tym modelu zastosowano system Wishbone, który odpowiada za błyskawiczny montaż bez użycia narzędzi. Zrobisz to zaledwie w kilka sekund, niezależnie od tego, jakiej marki jednoślad posiadasz. Lekki i kompaktowy Błotnik szosowy ASS SAVERS Win Wing Road świetnie wpisuje się w konstrukcję aerodynamicznego jednośladu. Właśnie dlatego jest ultralekki, bo waży zaledwie 64 gramy. Wykonany jest z tworzywa sztucznego wzmocnionego włóknem szklanym. To przekłada się nie tylko na niską wagę, ale także niesamowitą trwałość. Ponadto błotnik ma minimalistyczny design, który podkreśli sportowy charakter Twojego roweru szosowego. ",/photo/product/ass-savers-win-wing-road-2-189439-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-road-2-189439-f-sk7-w780-h554_2.png,Błotnik szosowy ASS SAVERS Win Wing Road, 109.99,DD189439,blotniki-rowerowe
ASS SAVERS,akcesoria,czarny,"Lubisz szybką jazdę na swoim rowerze, ale często wybierasz teren przełajowy? Zapewnij sobie pełną ochronę na trasie i zamontuj błotnik gravelowy ASS SAVERS Win Wing Gravel. Osłoni Twoje plecy, a także zabezpieczy odzież sportową przed błotem czy wodą. Minimalistyczny designBłotnik Win Wing ma minimalistyczną konstrukcję i jest niesamowicie lekki, bo waży zaledwie 72 gramy. Nie obciążysz zatem swojego jednośladu dodatkowym wyposażeniem. W łatwy sposób możesz go zamontować, a kiedy zakończysz swoją podróż w trudniejszym terenie – zdjąć w kilka sekund. Zastosowano tu specjalny system mocowania Wishbone, który nie wymaga od Ciebie specjalistycznych narzędzi oraz wiedzy technicznej. Świetne dopasowanie nawet do szerokich oponTen model jest zaprojektowany z myślą o rowerach gravelowych, dlatego pasuje do szerokiego ogumienia. Nadaje się do opon o szerokości do 60 mm. Kiedy wybierzesz się w błotnisty i mokry teren, produkt będzie chronić Cię przed wychłodzeniem i pobrudzeniem od kolana w górę. ",/photo/product/ass-savers-win-wing-gravel-2-189404-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-gravel-2-189404-f-sk7-w780-h554_2.png,Błotnik gravelowy ASS SAVERS Win Wing Gravel, 109.99,DD189404,blotniki-rowerowe
SKS,akcesoria,czarny,"Nightblade to tylny błotnik rowerowy zaprojektowany przez niemieckiego producenta – markę SKS, od lat oferującą bardzo dobre jakościowo akcesoria rowerowe. Model jest doskonałym przykładem ciekawych rozwiązań technicznych połączonych z oryginalnym designem.Za sprawą długiego tylnego spoilera oraz możliwości regulacji, Nightblade bardzo dobrze spełnia swoje podstawowe zadanie, czyli chroni przed rozpryskami pochodzącymi z kałuży czy błota. Błotnik wykonany jest z miękkiego tworzywa sztucznego, nie obciąża on niemal prawie jednośladu. Montuje się go za pomocą intuicyjnego mocowania, na tyle uniwersalnego, że powinno pasować do niemal każdego roweru.Największym atutem Nightblade jest jednak zintegrowane oświetlenie tylne z homologacją StVZO. Lampkę ładuje się prosto poprzez USB, a sam reflektor jest wymienny. Model zagwarantuje nam więc nie tylko ochronę przed zabrudzeniami, ale również sprawi, że będziemy bardziej widoczni dla innych uczestników ruchu drogowego.",/photo/product/sks-nightblade-2-145486-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sks-nightblade-2-145486-f-sk7-w780-h554_2.png,Błotnik MTB SKS Nightblade, 109.99,DD145486,blotniki-rowerowe
ASS SAVERS,akcesoria,morski,"Błotnik szosowy ASS SAVERS Win Wing Road ma minimalistyczną konstrukcję, która świetnie sprawdza się w jednośladach nastawionych na dużą prędkość i muszą spełniać wymagania co do aeordynamiczności. Ochrona rowerzysty podczas szybkiej jazdyBłotnik szosowy ASS SAVERS Win Wing Road zamocujesz w tylnym kole i tym samym zapewnisz sobie ochronę od kolan w górę. Na mokrej nawierzchni, błotnistym terenie czy nierównościach podczas deszczu jest to duże udogodnienie dla kolarza szosowego. Poprawisz komfort każdego treningu. W tym modelu zastosowano system Wishbone, który odpowiada za błyskawiczny montaż bez użycia narzędzi. Zrobisz to zaledwie w kilka sekund, niezależnie od tego, jakiej marki jednoślad posiadasz. Lekki i kompaktowy Błotnik szosowy ASS SAVERS Win Wing Road świetnie wpisuje się w konstrukcję aerodynamicznego jednośladu. Właśnie dlatego jest ultralekki, bo waży zaledwie 64 gramy. Wykonany jest z tworzywa sztucznego wzmocnionego włóknem szklanym. To przekłada się nie tylko na niską wagę, ale także niesamowitą trwałość. Ponadto błotnik ma minimalistyczny design, który podkreśli sportowy charakter Twojego roweru szosowego. ",/photo/product/ass-savers-win-wing-road-2-189433-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-road-2-189433-f-sk7-w780-h554_2.png,Błotnik szosowy ASS SAVERS Win Wing Road, 114.99,DD189433,blotniki-rowerowe
TOPEAK,akcesoria,czarny,"Tylny błotnik przeznaczony do rowerów z kołami 29"". Mocowany za pomocą zacisku Quick Release do sztycy podsiodłowej. Wykonany z trwałego i odpornego na złamania tworzywa.",/photo/product/topeak-defender-xc11-2-54217-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\topeak-defender-xc11-2-54217-f-sk7-w780-h554_2.png,Błotnik MTB TOPEAK DeFender XC11, 119.99,DD54217,blotniki-rowerowe
ASS SAVERS,akcesoria,czarny,"Błotnik szosowy ASS SAVERS Win Wing Road ma minimalistyczną konstrukcję, która świetnie sprawdza się w jednośladach nastawionych na dużą prędkość i muszą spełniać wymagania co do aeordynamiczności. Ochrona rowerzysty podczas szybkiej jazdyBłotnik szosowy ASS SAVERS Win Wing Road zamocujesz w tylnym kole i tym samym zapewnisz sobie ochronę od kolan w górę. Na mokrej nawierzchni, błotnistym terenie czy nierównościach podczas deszczu jest to duże udogodnienie dla kolarza szosowego. Poprawisz komfort każdego treningu. W tym modelu zastosowano system Wishbone, który odpowiada za błyskawiczny montaż bez użycia narzędzi. Zrobisz to zaledwie w kilka sekund, niezależnie od tego, jakiej marki jednoślad posiadasz. Lekki i kompaktowy Błotnik szosowy ASS SAVERS Win Wing Road świetnie wpisuje się w konstrukcję aerodynamicznego jednośladu. Właśnie dlatego jest ultralekki, bo waży zaledwie 64 gramy. Wykonany jest z tworzywa sztucznego wzmocnionego włóknem szklanym. To przekłada się nie tylko na niską wagę, ale także niesamowitą trwałość. Ponadto błotnik ma minimalistyczny design, który podkreśli sportowy charakter Twojego roweru szosowego. ",/photo/product/ass-savers-win-wing-road-2-189424-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-road-2-189424-f-sk7-w780-h554_2.png,Błotnik szosowy ASS SAVERS Win Wing Road, 109.99,DD189424,blotniki-rowerowe
SKS,akcesoria,czarny,Błotniki Velo 42 Urban powstały z myślą o rowerach miejskich. Wykonane są z wytrzymałego tworzywa.Uwaga! W przypadku rowerów z amortyzatorami Suntour konieczne będzie zastosowanie wsporników SKS Velo 42 Urban / 47 Trekking Suntour.,/photo/product/sks-velo-42-urban-2-29489-f-sk7-w780-h554_1.png,,Komplet błotników rowerowych SKS Velo 42 Urban,99.99,DD29489,blotniki-rowerowe
ASS SAVERS,akcesoria,złoty,"Lubisz szybką jazdę na swoim rowerze, ale często wybierasz teren przełajowy? Zapewnij sobie pełną ochronę na trasie i zamontuj błotnik gravelowy ASS SAVERS Win Wing Gravel. Osłoni Twoje plecy, a także zabezpieczy odzież sportową przed błotem czy wodą. Minimalistyczny designBłotnik Win Wing ma minimalistyczną konstrukcję i jest niesamowicie lekki, bo waży zaledwie 72 gramy. Nie obciążysz zatem swojego jednośladu dodatkowym wyposażeniem. W łatwy sposób możesz go zamontować, a kiedy zakończysz swoją podróż w trudniejszym terenie – zdjąć w kilka sekund. Zastosowano tu specjalny system mocowania Wishbone, który nie wymaga od Ciebie specjalistycznych narzędzi oraz wiedzy technicznej. Świetne dopasowanie nawet do szerokich oponTen model jest zaprojektowany z myślą o rowerach gravelowych, dlatego pasuje do szerokiego ogumienia. Nadaje się do opon o szerokości do 60 mm. Kiedy wybierzesz się w błotnisty i mokry teren, produkt będzie chronić Cię przed wychłodzeniem i pobrudzeniem od kolana w górę. ",/photo/product/ass-savers-win-wing-gravel-2-189411-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-gravel-2-189411-f-sk7-w780-h554_2.png,Błotnik gravelowy ASS SAVERS Win Wing Gravel, 116.99,DD189411,blotniki-rowerowe
ASS SAVERS,akcesoria,wielokolorowy,"Błotnik szosowy ASS SAVERS Win Wing Road ma minimalistyczną konstrukcję, która świetnie sprawdza się w jednośladach nastawionych na dużą prędkość i muszą spełniać wymagania co do aeordynamiczności. Ochrona rowerzysty podczas szybkiej jazdyBłotnik szosowy ASS SAVERS Win Wing Road zamocujesz w tylnym kole i tym samym zapewnisz sobie ochronę od kolan w górę. Na mokrej nawierzchni, błotnistym terenie czy nierównościach podczas deszczu jest to duże udogodnienie dla kolarza szosowego. Poprawisz komfort każdego treningu. W tym modelu zastosowano system Wishbone, który odpowiada za błyskawiczny montaż bez użycia narzędzi. Zrobisz to zaledwie w kilka sekund, niezależnie od tego, jakiej marki jednoślad posiadasz. Lekki i kompaktowy Błotnik szosowy ASS SAVERS Win Wing Road świetnie wpisuje się w konstrukcję aerodynamicznego jednośladu. Właśnie dlatego jest ultralekki, bo waży zaledwie 64 gramy. Wykonany jest z tworzywa sztucznego wzmocnionego włóknem szklanym. To przekłada się nie tylko na niską wagę, ale także niesamowitą trwałość. Ponadto błotnik ma minimalistyczny design, który podkreśli sportowy charakter Twojego roweru szosowego. ",/photo/product/ass-savers-win-wing-road-2-189442-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-road-2-189442-f-sk7-w780-h554_2.png,Błotnik szosowy ASS SAVERS Win Wing Road, 119.99,DD189442,blotniki-rowerowe
SKS,akcesoria,czarny-szary,"Błotnik MTB SKS X-Blade II wychodzi naprzeciw potrzebom rowerzystów jeżdżących w trudnym, górskim terenie. Doskonale sprawdzi się również na łatwiejszych szlakach. Wykonany z dwóch materiałów: przód i środek z lekkiego, sztywnego kompozytu, boki zaś z miękkiej gumy. Wszytko po to żeby błotniki były lekkie i odporne na pęknięcie nawet w trakcie upadku",/photo/product/sks-x-blade-ii-2-53214-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\sks-x-blade-ii-2-53214-f-sk7-w780-h554_2.png,Błotnik MTB SKS X-Blade II,99.99,DD53214,blotniki-rowerowe
ASS SAVERS,akcesoria,grafitowy,"Lubisz szybką jazdę na swoim rowerze, ale często wybierasz teren przełajowy? Zapewnij sobie pełną ochronę na trasie i zamontuj błotnik gravelowy ASS SAVERS Win Wing Gravel. Osłoni Twoje plecy, a także zabezpieczy odzież sportową przed błotem czy wodą. Minimalistyczny designBłotnik Win Wing ma minimalistyczną konstrukcję i jest niesamowicie lekki, bo waży zaledwie 72 gramy. Nie obciążysz zatem swojego jednośladu dodatkowym wyposażeniem. W łatwy sposób możesz go zamontować, a kiedy zakończysz swoją podróż w trudniejszym terenie – zdjąć w kilka sekund. Zastosowano tu specjalny system mocowania Wishbone, który nie wymaga od Ciebie specjalistycznych narzędzi oraz wiedzy technicznej. Świetne dopasowanie nawet do szerokich oponTen model jest zaprojektowany z myślą o rowerach gravelowych, dlatego pasuje do szerokiego ogumienia. Nadaje się do opon o szerokości do 60 mm. Kiedy wybierzesz się w błotnisty i mokry teren, produkt będzie chronić Cię przed wychłodzeniem i pobrudzeniem od kolana w górę. ",/photo/product/ass-savers-win-wing-gravel-2-189410-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-gravel-2-189410-f-sk7-w780-h554_2.png,Błotnik gravelowy ASS SAVERS Win Wing Gravel, 116.99,DD189410,blotniki-rowerowe
TOPEAK,akcesoria,czarny,Komplet błotników DeFender FX/RX 279er stanowi bardzo lekką ochronę przed błotem. Duża regulacja ułatwia jego idealne dopasowanie. Niewątpliwą zaletą zestawu jest szybki montaż i demontaż.,/photo/product/topeak-defender-fx-rx-279er-2-106306-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\topeak-defender-fx-rx-279er-2-106306-f-sk7-w780-h554_2.png,Komplet błotników MTB TOPEAK DeFender FX / RX 279er, 129.99,DD106306,blotniki-rowerowe
ASS SAVERS,akcesoria,wielokolorowy,"Lubisz szybką jazdę na swoim rowerze, ale często wybierasz teren przełajowy? Zapewnij sobie pełną ochronę na trasie i zamontuj błotnik gravelowy ASS SAVERS Win Wing Gravel. Osłoni Twoje plecy, a także zabezpieczy odzież sportową przed błotem czy wodą. Minimalistyczny designBłotnik Win Wing ma minimalistyczną konstrukcję i jest niesamowicie lekki, bo waży zaledwie 72 gramy. Nie obciążysz zatem swojego jednośladu dodatkowym wyposażeniem. W łatwy sposób możesz go zamontować, a kiedy zakończysz swoją podróż w trudniejszym terenie – zdjąć w kilka sekund. Zastosowano tu specjalny system mocowania Wishbone, który nie wymaga od Ciebie specjalistycznych narzędzi oraz wiedzy technicznej. Świetne dopasowanie nawet do szerokich oponTen model jest zaprojektowany z myślą o rowerach gravelowych, dlatego pasuje do szerokiego ogumienia. Nadaje się do opon o szerokości do 60 mm. Kiedy wybierzesz się w błotnisty i mokry teren, produkt będzie chronić Cię przed wychłodzeniem i pobrudzeniem od kolana w górę. ",/photo/product/ass-savers-win-wing-gravel-2-189418-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\ass-savers-win-wing-gravel-2-189418-f-sk7-w780-h554_2.png,Błotnik gravelowy ASS SAVERS Win Wing Gravel, 119.99,DD189418,blotniki-rowerowe
TOPEAK,akcesoria,czarny,"Błotniki Topeak DeFender RC 1 / RC 11 zostały stworzone z myślą o kolarzach szosowych, potrzebujących ochrony przed wodą podczas jazdy po mokrym asfalcie. Model wykonany z plastiku jest lekki i zarazem odporny na wstrząsy oraz uderzenia. Od spodu ma polerowaną powłokę, dzięki czemu lepiej odprowadza błoto. Topeak RC 1 mocowany jest za pomocą małej śrubki oraz dwóch pasków na rzep. Tylny błotnik, RC 11 montuje się za pomocą jednej, regulowanej obejmy. System ten sprawia, że montaż jest bezinwazyjny i szybki.",/photo/product/topeak-defender-rc1-rc11-2-153059-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\topeak-defender-rc1-rc11-2-153059-f-sk7-w780-h554_2.png,Komplet błotników szosowych TOPEAK DeFender RC1 / RC11 , 133.99,DD153059,blotniki-rowerowe
ZEFAL,akcesoria,czarny,"Zefal Shield R35 to komplet błotnik zaprojektowanych z myślą o specyficznych potrzebach rowerzystów szosowych, jeżdżących często szybko i dynamicznie w deszczowej aurze. Montowane są do wspornika siodełka (średnica od 17 mm do 34 mm) oraz widelca przedniego (średnica od 17 mm do 41 mm) za sprawą regulowanego systemu MD-Fix. Umożliwia on założenie błotników na rury o różnej szerokości, dlatego znajdą swoje zastosowanie w niemal każdym rowerze o standardowym układzie ramy.Zaletą szosowych błotników od Zefal jest możliwość precyzyjnego dopasowywania obszaru pokrycia do indywidualnych potrzeb rowerzysty. Jest to możliwe za sprawą dwóch rozwiązań:Błotniki wykonano z żywicy technopolimerowej, która jest lekka, sprężysta i wytrzymała. Za sprawą sztywnego mocowania świetnie sprawdzą się w rowerach szosowych, dopasowując się do geometrii ramy. Można je założyć tuż nad samym kołem, co poprawia właściwości aerodynamiczne.",/photo/product/zefal-shield-r35-2-172534-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\zefal-shield-r35-2-172534-f-sk7-w780-h554_2.png,Komplet błotników szosowych ZEFAL Shield R35, 134.99,DD172534,blotniki-rowerowe
SKS,akcesoria,czarny,SKS Longboard to najdłuższe aktualnie dostępne na rynku błotniki. Zapewniają niespotykanie wysoki zakres ochrony przed wodą. Są lekkie i wytrzymałe. Idealne sprawdzą się w okresie jesiennych szarug. Zestaw zawiera chlapacze.,/photo/product/sks-longboard-2-32093-f-sk7-w780-h554_1.png,,Komplet błotników rowerowych SKS Longboard, 124.99,DD32093,blotniki-rowerowe
EYEN,akcesoria,czarny-czerwony,"Błotniki EYEN Hill Long to nowoczesny dodatek każdego żądnego przygód rowerzysty, niezastąpiony w starciu z wodą czy błotem. Ich konstrukcja to połączenie wytrzymałego tworzywa z elementami elastycznymi, dzięki czemu są lekkie, odporne na uszkodzenia, a dodatkowo zapewniają niepowtarzalny efekt wizualny.Przedni błotnik za sprawą swojej budowy umożliwia swobodną konfigurację podczas montażu. Zatrzaskowy adapter wkręcany do trzonu widelca o średnicy wewnętrznej od 18 – 36 mm (w tym do widelców 1,5”) to gwarancja szybkiego przytwierdzenia.Błotnik tylny to dwukomponentowa konstrukcja zapewniająca komfortową regulację i dopasowanie zarówno do rozmiarów koła, ramy oraz jej typów. Uniwersalne zapięcie pozwala na umieszczenie modelu na sztycy podsiodłowej, bądź poniżej na ramie. Szeroka płetwa wykonana z elastycznego tworzywa zapewnia maksimum ochrony podczas jazdy w każdym terenie.Najważniejsze informacje:",/photo/product/eyen-hill-long-2-151140-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-hill-long-2-151140-f-sk7-w780-h554_2.png,Komplet błotników MTB EYEN Hill Long, 139.99,DD151140,blotniki-rowerowe
EYEN,akcesoria,czarny-morski,"Błotniki EYEN Hill Long to nowoczesny dodatek każdego żądnego przygód rowerzysty, niezastąpiony w starciu z wodą czy błotem. Ich konstrukcja to połączenie wytrzymałego tworzywa z elementami elastycznymi, dzięki czemu są lekkie, odporne na uszkodzenia, a dodatkowo zapewniają niepowtarzalny efekt wizualny.Przedni błotnik za sprawą swojej budowy umożliwia swobodną konfigurację podczas montażu. Zatrzaskowy adapter wkręcany do trzonu widelca o średnicy wewnętrznej od 18 – 36 mm (w tym do widelców 1,5”) to gwarancja szybkiego przytwierdzenia.Błotnik tylny to dwukomponentowa konstrukcja zapewniająca komfortową regulację i dopasowanie zarówno do rozmiarów koła, ramy oraz jej typów. Uniwersalne zapięcie pozwala na umieszczenie modelu na sztycy podsiodłowej, bądź poniżej na ramie. Szeroka płetwa wykonana z elastycznego tworzywa zapewnia maksimum ochrony podczas jazdy w każdym terenie.Najważniejsze informacje:",/photo/product/eyen-hill-long-2-151141-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\eyen-hill-long-2-151141-f-sk7-w780-h554_2.png,Komplet błotników MTB EYEN Hill Long, 139.99,DD151141,blotniki-rowerowe
TOPEAK,akcesoria,czarny,"Komplet błotników Defender M1 i M2. System Quick Release sprawia, że ich zakładanie na rower jest niezwykle szybkie i łatwe.Błotnik przedni DeFender M1:Błotnik tylny DeFender M2:",/photo/product/topeak-defender-m1-m2-2-16895-f-sk7-w780-h554_1.png,C:\Users\predator\Desktop\BE_Project-master\ScrapResults\images\topeak-defender-m1-m2-2-16895-f-sk7-w780-h554_2.png,Komplet błotników MTB TOPEAK DeFender M1 / M2, 149.99,DD16895,blotniki-rowerowe
